# field rbandarea 4bandarea 9bandarea NIRonly AWonly uonly gonly ronly ionly 9noAWr
KIDS_168p0_1p5 3204.04919207 2978.02724148 2977.84283625 3559.134742 3152.21885593 3544.93931751 3426.59391593 3176.42063024 3381.82065445 3138.03583453
KIDS_168p0_m0p5 3090.09509266 2854.36757022 2854.12349025 3580.01061992 2995.12656493 3392.76382507 3274.13105358 3071.07536481 3231.19704854 2989.35729926
KIDS_168p0_m1p5 3054.18988324 2792.85785499 2792.60757984 3559.0788836 2959.65443302 3416.96670611 3268.86530222 2993.32264774 3162.82339057 2945.02177122
KIDS_168p5_2p5 3067.2269615 2918.79622076 2918.52945905 3566.81769533 3114.30596257 3485.51332031 3301.35003379 3139.62194085 3245.62699944 3013.82775615
KIDS_168p5_m2p5 3285.16219068 3047.57542694 3047.29789045 3566.84686483 3167.32058328 3517.8909274 3362.99968124 3200.29380552 3334.88535106 3183.3587625
KIDS_169p0_0p5 3141.49918252 2969.30695785 2638.80294556 3214.88990685 3141.6117898 3563.33755547 3304.80886579 3168.232776 3274.39758631 2739.08392387
KIDS_169p0_1p5 3228.5438954 2959.32856904 2959.19723628 3559.134742 3107.6335616 3513.76938911 3389.37152448 3138.94791277 3317.41071666 3128.77352979
KIDS_169p0_m0p5 3247.02143677 3056.12568019 3055.84386941 3580.01061992 3195.57396792 3572.45352926 3464.24923223 3214.5508638 3354.95444338 3179.88976634
KIDS_169p0_m1p5 3058.97355538 2827.30539043 2827.05034487 3559.0788836 3003.57741542 3481.44360783 3295.60589231 3024.80961167 3234.02071545 2987.45509876
KIDS_169p5_2p5 3020.39689986 2729.28992756 2729.12936169 3566.95552857 2930.65659622 3531.5492793 3418.86782531 2974.1054628 3185.79100082 2935.37913069
KIDS_169p5_m2p5 3104.77603109 2945.04253207 2944.8901586 3566.98407474 3133.57208562 3509.28500656 3342.25956302 3163.89986373 3256.92475831 3013.02875588
KIDS_16p1_m30p2 3097.56836392 2972.17659886 2971.91355172 3540.19829926 3152.87489636 3428.99290126 3268.1276813 3178.50983107 3252.85176378 3033.00394095
KIDS_16p3_m31p2 3268.57883551 2871.18158458 2818.49862868 3480.25545603 2989.78738731 3347.67147995 3428.90690655 3173.53904411 3359.20825579 2964.03638518
KIDS_16p5_m32p1 3103.23926996 2953.80884068 2953.58005149 3546.54930135 3106.31373358 3472.65273475 3328.94157718 3126.2431481 3216.96608126 3028.74378071
KIDS_16p6_m33p1 3101.50764685 2867.17742398 2866.90239356 3542.09123878 3025.46254815 3495.56720892 3284.70328932 3065.7164313 3206.83903354 2997.72693817
KIDS_16p8_m34p1 3137.85775169 2869.60594773 2869.39574409 3536.6639293 3001.50476476 3411.53283254 3314.84653498 3067.21908713 3248.15747017 2989.97929799
KIDS_16p9_m28p2 3172.75514379 3006.9322905 3006.67220738 3541.2422827 3184.15726666 3527.85982627 3344.0870397 3203.14895718 3308.70450258 3093.27947941
KIDS_170p0_0p5 3014.26232204 2700.69903911 2700.36942239 3579.96773705 2884.12835567 3450.79979915 3293.81603195 2907.78195185 3108.98147783 2852.38492141
KIDS_170p0_1p5 3118.1163552 2881.27728748 2881.06372547 3559.134742 3061.51803206 3480.27926995 3355.15519524 3100.18779339 3252.94932198 3002.11068401
KIDS_170p0_m0p5 3108.92929583 2912.24816865 2911.97488101 3580.01061992 3100.70558078 3467.78659165 3343.53266639 3119.55591431 3284.33291416 3042.48265724
KIDS_170p5_2p5 3089.94572137 2872.93069922 2872.69431553 3566.94677644 3114.20376116 3476.52645307 3356.52955866 3137.83596043 3290.33923774 3007.49292259
KIDS_170p5_m2p5 3076.14434603 2851.58944488 2851.40834714 3566.97472472 2992.98188733 3487.3015142 3305.38379641 3024.83637689 3154.63801695 2953.49894169
KIDS_171p0_0p5 2991.38515889 2678.55192781 2678.25299442 3579.96773705 2867.27573273 3500.84373507 3224.17518592 2939.52655644 3146.6693729 2870.50329493
KIDS_171p0_1p5 3093.83869946 2888.84305394 2888.69958524 3559.134742 3064.3033321 3465.27614394 3259.27654832 3133.58838137 3257.95100852 3005.1774768
KIDS_171p0_m0p5 3152.10015524 2952.25400285 2952.08678384 3580.01061992 3120.82877599 3558.55884457 3345.19909381 3139.9725474 3285.556825 3080.30028221
KIDS_171p5_m2p5 3133.34571345 2966.05396615 2965.81014061 3566.90791345 3145.51326558 3524.26127831 3348.76370185 3171.00134778 3257.15232627 3045.56030114
KIDS_172p0_0p5 3157.61714856 2737.87184366 2737.56983176 3579.96773705 2897.49529234 3317.4889515 3394.95563438 3126.55458635 3365.33569707 2922.04016774
KIDS_172p0_1p5 2886.07982503 2677.45474468 2677.23826953 3559.1817465 2915.41399529 3378.98753575 3194.37346393 2948.27406325 3115.27582009 2813.54417563
KIDS_172p0_m0p5 3134.23181518 2746.70456919 2746.43997008 3580.01061992 2882.77549092 3491.00545657 3333.49175332 2928.34542472 3272.30745684 3032.14669071
KIDS_172p0_m1p5 3032.27556829 2766.96756941 2766.6659137 3559.07884543 2965.83446338 3482.12801633 3290.78116915 2990.1080102 3206.20613281 2941.62660838
KIDS_172p5_2p5 2973.70488773 2719.69290494 2719.45196709 3566.95158502 2897.31980461 3503.62832273 3188.00788344 3035.0450687 3044.20490489 2824.28112431
KIDS_172p5_m2p5 3030.40997915 2787.30778678 2787.23807509 3566.89350043 3032.87517787 3524.77307406 3282.3548704 3068.93274804 3149.64611294 2872.07833388
KIDS_173p0_0p5 3013.85781614 2702.85810428 2489.53871761 3272.78007156 3051.58272965 3569.65155185 3399.17773305 3100.64719088 3285.30460353 2652.67428702
KIDS_173p0_1p5 3034.17173897 2816.94604249 2469.85571101 3071.78293846 3008.63412077 3510.79539683 3335.60890243 3033.04103572 3186.02257593 2589.97201849
KIDS_173p0_m0p5 3015.67969554 2783.74516324 2365.7643528 3040.99232817 2962.38507045 3531.24039799 3394.36214365 2981.87381295 3198.51857444 2506.01048319
KIDS_173p0_m1p5 3211.04163075 2945.52050239 2945.21025992 3559.07884543 3124.22788237 3514.11165061 3390.49051159 3151.50604118 3362.91726116 3135.46754393
KIDS_173p5_2p5 3107.49513046 2801.01729026 2800.81821759 3566.95182672 2960.62189898 3463.47410948 3300.39352071 2983.81753515 3218.67292365 3001.79485698
KIDS_173p5_m2p5 3048.06137339 2824.31038287 2824.10608182 3566.89380573 3020.52622268 3492.09682615 3317.84553697 3045.85142377 3223.18848564 2974.15124608
KIDS_174p0_0p5 3119.60950835 2866.42563175 2866.0619479 3579.96773705 3022.90875962 3565.72703813 3275.59484642 3049.73570061 3192.71346068 3003.66171823
KIDS_174p0_1p5 3176.17127102 2943.70736239 2943.48071035 3559.1817465 3085.93255423 3515.60270479 3399.64302042 3108.17326746 3247.98377612 3073.10737152
KIDS_174p0_m0p5 2918.09619072 2612.66611213 2612.45679897 3580.01061992 2836.38895083 3435.59246115 3156.34185715 2972.49753977 3228.28863358 2773.24407668
KIDS_174p0_m1p5 3017.34800568 2771.71512631 2771.60734034 3559.07884543 3048.06742864 3485.89936787 3336.68454871 3083.8781838 3262.51947761 2885.66360299
KIDS_174p5_2p5 3095.79002888 2850.91628184 2850.76049911 3566.95162319 3023.17283717 3514.64514858 3347.35279067 3045.50469716 3260.02554191 3020.72778869
KIDS_174p5_m2p5 2953.34616114 2654.07075974 2653.89901201 3566.8936022 2857.50941756 3518.82454248 3219.39389263 2897.23636684 3120.73017465 2838.6913066
KIDS_175p0_0p5 3211.8221091 3049.84375373 3049.52085376 3579.96773705 3174.77264844 3518.88139313 3388.17076606 3195.88745427 3344.25392796 3153.07534291
KIDS_175p0_1p5 2987.86713556 2795.494 2795.30267448 3559.1817465 2994.26380644 3486.79072342 3222.01458149 3018.63374112 3176.93299844 2912.52863099
KIDS_175p0_m0p5 3162.1967359 2876.5299214 2876.21303852 3580.01061992 3039.62954096 3535.78259799 3358.12292873 3075.12038562 3283.38811722 3063.02711205
KIDS_175p0_m1p5 2956.65277232 2635.63877267 2635.36615925 3559.07884543 2870.51870019 3434.8075813 3253.17878539 2891.01168538 3214.2841657 2874.4620666
KIDS_175p5_2p5 2944.78164752 2794.88019366 2794.67351376 3566.95420557 3019.97342679 3490.7275639 3269.17003644 3057.6310965 3159.80838542 2883.5206173
KIDS_175p5_m2p5 3123.41770023 2892.23452765 2892.01955359 3566.89561213 3093.60260835 3523.06976814 3355.71458067 3115.07743436 3241.14558091 3009.9028608
KIDS_176p0_0p5 3171.73293889 2868.65322555 2868.31456412 3579.96773705 3029.98373287 3529.0423935 3364.76668176 3056.79473432 3282.45110561 3075.31442073
KIDS_176p0_1p5 3245.60581878 2930.35960915 2930.14322305 3559.1817465 3042.21603547 3538.16088607 3379.67647298 3070.10732641 3290.93187615 3121.90872201
KIDS_176p0_m0p5 3026.99200736 2794.30023819 2794.0843991 3580.01061992 2974.8722405 3502.86735857 3286.11983594 2997.69203144 3135.20987782 2920.47119676
KIDS_176p0_m1p5 3239.40205083 2975.97499548 2975.66896371 3559.07884543 3141.47975738 3544.05411898 3402.06272844 3163.89350317 3367.97362303 3152.01915993
KIDS_176p5_2p5 2883.28461524 2566.56425779 2566.38461026 3566.95593564 2834.65218839 3469.75364437 3038.50316288 3028.255748 3172.33507997 2663.82685985
KIDS_176p5_m2p5 3023.40638405 2785.64572271 2785.44944868 3566.89676975 3008.06060219 3526.29192386 3319.70264112 3027.78247178 3216.5348992 2923.05370956
KIDS_177p0_0p5 3126.15617386 2950.72989923 2950.38712889 3579.96773705 3119.00076502 3565.18324878 3390.28286489 3131.14823052 3292.64295467 3079.57202403
KIDS_177p0_1p5 3182.65255001 2856.63180081 2856.46828365 3559.1817465 2977.04541339 3519.72616397 3299.85545586 3043.04906472 3257.57156321 3056.21795913
KIDS_177p0_m0p5 2960.06996812 2652.30889854 2652.07533894 3580.01061992 2856.24282739 3467.24416347 3285.46477504 2908.99647451 3131.9653711 2855.55858426
KIDS_177p0_m1p5 3127.24769609 2758.61292869 2758.36267899 3559.07884543 2912.59986921 3508.6482259 3240.26064952 3001.85061361 3199.56173101 2914.8351084
KIDS_177p5_2p5 3019.98960804 2824.9753408 2824.79381054 3566.95514693 3021.11122843 3523.13532003 3333.19942218 3038.42725601 3272.76751583 2959.02790557
KIDS_177p5_m2p5 3191.90404181 2874.5664942 2874.34431999 3566.89535771 3022.05882401 3522.27827332 3338.32398193 3046.67779988 3283.03248584 3072.56996818
KIDS_178p0_0p5 3278.95440286 3136.77026205 3136.42613055 3579.96773705 3271.91632083 3517.42170921 3414.29275396 3305.72862757 3398.12958981 3217.79043472
KIDS_178p0_1p5 3121.27175053 2981.07195042 2980.85941881 3559.1817465 3239.09867777 3437.32619596 3389.42380825 3273.56818257 3371.00276134 3069.48525134
KIDS_178p0_m0p5 3243.08981195 3008.1878769 3007.86228006 3580.00460283 3159.30947616 3488.61279363 3440.1822381 3275.95479026 3311.66130864 3064.54687777
KIDS_178p0_m1p5 3148.67661161 2925.8710032 2925.59392467 3559.07884543 3084.73771113 3510.84616679 3317.34236613 3107.84692007 3288.15387803 3076.88686457
KIDS_178p5_2p5 3131.63084404 2919.94292717 2919.77053067 3566.95484163 3086.60541197 3520.67791935 3445.6029326 3107.43414545 3340.89872214 3062.08119566
KIDS_178p5_m2p5 3151.85725834 2978.41220775 2978.15077619 3566.89479798 3205.1626455 3524.16676045 3399.92957617 3233.87004661 3313.16167467 3052.28789901
KIDS_179p0_0p5 3231.04263969 2918.94248809 2918.56478558 3579.96773705 3089.12645637 3534.07314778 3417.30967999 3106.39568298 3274.39282861 3071.19325135
KIDS_179p0_1p5 3192.77241031 3000.42101512 3000.2242577 3559.18130126 3166.86451871 3514.95240158 3389.93341597 3195.07047906 3335.76459611 3115.54779745
KIDS_179p0_m0p5 3114.58180714 2859.34637147 2859.07369445 3580.01061992 3033.71840945 3504.36553657 3315.37832832 3049.67415588 3249.06685153 3027.88813333
KIDS_179p0_m1p5 3167.39177061 2906.33383142 2906.03720055 3559.07884543 3047.12068537 3474.54166712 3325.48406818 3071.91696809 3283.18851027 3070.84044405
KIDS_179p5_2p5 3173.36480305 2953.97193805 2953.71714691 3566.95543952 3144.34207103 3556.29185349 3417.22056861 3199.11574157 3306.96196476 3077.09538903
KIDS_179p5_m2p5 3155.95339258 2875.40384863 2875.16738861 3566.89259723 3069.01738159 3555.01315282 3429.28085633 3085.63584703 3319.20574179 3078.50898436
KIDS_17p1_m29p2 3154.97801409 3000.8639515 3000.59786401 3541.25198891 3161.67702762 3407.12800782 3347.87209188 3175.18070352 3278.61600858 3086.27722002
KIDS_17p3_m30p2 3217.60660194 2950.00404534 1491.48334817 1687.62856037 3134.19016626 3530.40510438 3427.06206554 3147.50981856 3388.77433191 1562.90226209
KIDS_17p5_m31p2 3204.79228306 3040.28573404 2460.28792151 2874.9335237 3187.18171087 3537.65369537 3379.16166232 3210.03679017 3343.36342473 2561.8408074
KIDS_17p6_m32p1 3072.61792677 2909.34808602 2909.1106592 3546.55120952 3116.84606318 3427.81967133 3307.86961605 3136.87114046 3258.47808232 3012.44285965
KIDS_17p8_m33p1 3153.61726226 2982.10487922 2981.88098766 3542.09116246 3114.54903756 3489.01172768 3279.05967006 3133.88983354 3265.46483468 3098.00539769
KIDS_180p0_0p5 2987.27582014 2718.36255656 2718.09635459 3579.96773705 2934.28566213 3487.26410141 3255.17115312 2969.99059037 3165.79851503 2876.44376131
KIDS_180p0_1p5 3070.30569941 2903.44088534 2903.23666062 3559.1817465 3097.01177713 3449.14475713 3321.75977203 3134.39404751 3255.87368921 3000.51550754
KIDS_180p0_m0p5 3046.77858925 2779.37088191 2779.11676499 3580.01061992 3016.02032873 3499.21807881 3358.07545355 3035.66069416 3276.80019715 2973.70893304
KIDS_180p0_m1p5 2972.39379911 2744.24789362 2744.00095141 3559.07884543 2963.54111416 3448.17613355 3305.57201797 2985.52619666 3236.99446603 2897.55760035
KIDS_180p5_2p5 3145.48447771 2708.9545951 2708.79635719 3566.95477802 2889.67900904 3521.37123264 3418.78086379 2938.89492783 3238.46970787 2989.86041921
KIDS_180p5_m2p5 3086.82644128 2842.62645517 2842.34768474 3566.89351315 3024.92000548 3467.83463929 3302.75999088 3046.91707126 3218.38984076 2988.11274205
KIDS_181p0_0p5 3039.64755405 2830.71294363 2830.40296831 3579.96773705 2996.10790962 3453.08984089 3230.56109474 3021.26529381 3194.07465775 2974.1954265
KIDS_181p0_1p5 3064.59453106 2750.33619205 2750.12245193 3559.1817465 2996.73214727 3492.34953103 3278.37914149 3074.48612373 3291.80456983 2909.63158871
KIDS_181p0_m0p5 3157.06094341 2994.65601102 2994.35402456 3580.01061992 3209.41928199 3569.77184268 3419.43344408 3227.73300088 3324.16834908 3062.75850578
KIDS_181p0_m1p5 3115.05785657 2887.27677983 2886.94288882 3559.07884543 3039.44574634 3416.59877341 3289.95612875 3066.01458871 3201.98405958 3004.35253818
KIDS_181p5_2p5 3004.13211948 2813.89694477 2813.70715851 3566.95453632 3025.94626841 3496.36834635 3331.39864711 3055.44951496 3168.33507918 2928.44312285
KIDS_181p5_m2p5 3047.96144906 2903.92348614 2903.62671533 3566.8945054 3101.82904572 3493.68074444 3284.16714536 3117.28260084 3221.70169304 2993.58988013
KIDS_182p0_0p5 2988.72156172 2696.59407642 2696.29230622 3579.96773705 2880.14042721 3434.13668261 3228.22991293 2910.00099706 3117.71668332 2886.00300223
KIDS_182p0_1p5 3224.92868278 2879.14838407 2878.985592 3559.1817465 3007.0569065 3474.62459605 3317.6980484 3057.35245328 3293.9379002 3111.13789701
KIDS_182p0_m0p5 3030.5119643 2752.38646627 2752.14248808 3580.01061992 2894.10580312 3447.42388336 3229.20838265 2913.86045502 3112.64476353 2921.01765754
KIDS_182p0_m1p5 3412.14188118 3052.43705404 3052.14757243 3559.07884543 3125.12073901 3550.97140134 3462.74366327 3145.03506629 3342.04030194 3235.81973501
KIDS_182p5_2p5 3127.11846232 2910.69096469 2910.62835138 3566.95521054 3080.92173393 3526.55718447 3319.44399549 3101.42750384 3231.88092276 3029.53101397
KIDS_182p5_m2p5 3097.78459737 2930.79936525 2930.56817177 3566.89543404 3117.87596435 3410.21571411 3278.74626004 3147.68201152 3256.40133546 3013.98090561
KIDS_183p0_0p5 3211.1470506 2933.99245323 2933.66468108 3579.96773705 3097.09503681 3502.1044608 3430.07428477 3115.44146168 3335.99823204 3137.80606582
KIDS_183p0_1p5 3093.01797152 2895.22654575 2895.0119406 3559.1817465 3043.00400654 3476.88460324 3312.39198383 3056.17515259 3225.16454491 3002.25218093
KIDS_183p0_m0p5 3190.26753444 2908.34963144 2908.08882322 3580.01061992 3044.48959064 3540.53131251 3382.04773901 3059.12446592 3300.31014654 3123.85414884
KIDS_183p0_m1p5 3050.49611776 2898.14920835 2897.92488427 3559.07884543 3068.8908447 3510.72116915 3216.99960139 3088.21103248 3189.67465433 2968.40695195
KIDS_183p5_2p5 3274.66665053 3143.300441 3143.19710741 3566.95563034 3303.01265759 3528.82535862 3448.51885301 3328.26464868 3381.22994965 3199.14000073
KIDS_183p5_m2p5 3212.33166593 3054.94279494 3054.84816259 3566.89647717 3257.02882972 3524.75848294 3405.21929412 3278.99820165 3363.07712737 3127.03912075
KIDS_184p0_0p5 3098.83749831 2933.2697033 2932.96326445 3579.96773705 3110.97044902 3517.97435245 3359.59846315 3132.40712441 3259.57733899 3043.15681253
KIDS_184p0_1p5 3163.0772149 3003.78974349 3003.57686841 3559.1817465 3162.84387156 3471.18744082 3336.93595604 3193.5241771 3329.80677812 3096.38419383
KIDS_184p0_m0p5 3237.49831109 2911.6168199 2911.35850501 3580.01061992 3052.4865646 3555.23006049 3364.28483151 3072.15366981 3297.69806988 3111.31511481
KIDS_184p0_m1p5 3049.69705388 2754.816542 2754.63357426 3559.07884543 2957.6498403 3508.54448523 3273.04138863 2976.2698454 3214.40249747 2960.42888156
KIDS_184p5_2p5 3012.02124386 2839.66267794 2839.48082965 3566.95444727 3019.5882697 3549.97898928 3349.01818768 3042.48938671 3141.93088615 2934.02071954
KIDS_184p5_m2p5 3101.80570248 2831.01372158 2830.78816356 3566.89585383 3002.72157722 3515.51232129 3347.60160289 3024.06420543 3255.89715966 3019.98267504
KIDS_185p0_0p5 3206.45205734 2958.8054515 2958.45862312 3579.96773705 3122.27745614 3567.70473842 3409.02061659 3136.83804013 3322.74606523 3120.20827834
KIDS_185p0_1p5 3199.73536146 2993.1285363 2992.9233575 3559.1817465 3159.29062347 3490.25880367 3391.60367244 3186.08903102 3257.94413912 3058.6755379
KIDS_185p0_m0p5 2863.89223515 2551.7705976 2551.48401641 3580.01061992 2749.93716895 3248.47931429 3092.40298212 3016.95324415 3092.12538203 2625.539775
KIDS_185p0_m1p5 3259.51933073 2955.74562988 2955.41175159 3559.07884543 3086.28272826 3535.69912206 3388.03205507 3112.27226394 3286.18658361 3099.27411229
KIDS_185p5_2p5 3206.27720566 2977.51674328 2977.3140451 3566.95196666 3096.22267388 3525.84835143 3380.85028808 3116.76920223 3285.38479741 3125.90635668
KIDS_185p5_m2p5 3180.52986722 2972.52001798 2972.28853192 3566.89397111 3126.57307012 3518.56518447 3328.10008839 3149.17040699 3273.24426491 3053.1460779
KIDS_186p0_0p5 3099.59297966 2832.84716447 2832.54563597 3579.96773705 3036.16972943 3502.4405144 3323.97464472 3060.70042079 3248.41472921 3005.27123139
KIDS_186p0_1p5 3174.01403768 2942.20968052 2941.97856337 3559.1817465 3075.90974329 3420.27617954 3303.47097379 3129.94389747 3254.74700582 3066.31398006
KIDS_186p0_m0p5 3119.55544363 2892.20880556 2891.91400653 3580.01061992 3059.12212524 3474.18835098 3339.69905774 3075.80048167 3275.18558282 3045.91789158
KIDS_186p0_m1p5 3160.85400989 2926.84285794 2926.61528998 3559.07884543 3047.89266601 3513.01858912 3293.87236103 3071.14721365 3236.56754554 3076.18806849
KIDS_186p5_2p5 2934.02541363 2812.29157869 2812.05642894 3566.951814 3056.68476031 3496.66065204 3330.20887973 3083.26692169 3271.21939474 2870.72307757
KIDS_186p5_m2p5 3046.18322852 2930.44749931 2930.20349568 3566.89380573 3109.46384965 3458.66011022 3219.82559627 3136.17822153 3200.01175304 2970.19611265
KIDS_187p0_0p5 3244.9404665 3052.99322103 3052.66880724 3579.96773705 3189.8343806 3536.95212608 3386.02638105 3206.44558229 3323.49477896 3161.09854781
KIDS_187p0_1p5 2961.42079749 2774.51453407 2774.36058318 3559.1817465 2979.57229677 3474.84000263 3283.32147132 3007.97342441 3123.16669998 2885.73204256
KIDS_187p0_m0p5 3124.46968525 2941.28005987 2941.00695033 3580.01061992 3155.03548807 3513.60363303 3353.74850747 3181.66628225 3280.87773312 3035.31041836
KIDS_187p0_m1p5 2954.94774905 2678.26561376 2677.98717407 3559.07884543 2912.45412344 3475.01795825 3219.81753108 2931.19382147 3154.47799809 2860.88399764
KIDS_187p5_2p5 3036.5391505 2848.00678559 2847.7420847 3566.91048311 3026.35690588 3456.24655921 3330.00371365 3044.19108977 3240.14848748 2964.948209
KIDS_187p5_m2p5 2911.82339802 2688.19101914 2687.97178351 3566.96197817 2987.71029698 3544.58913076 3289.40445232 3020.15911685 3129.41765054 2771.82031718
KIDS_188p0_0p5 2998.14308389 2763.82097709 2763.57678264 3579.96773705 2979.06131518 3504.00180183 3259.91545341 3001.0673239 3160.51566649 2882.68649403
KIDS_188p0_1p5 3218.12880356 3019.15455614 3018.95942701 3559.134742 3143.72212039 3453.43734348 3366.41421833 3164.268865 3313.88508611 3145.17739008
KIDS_188p0_m0p5 3172.45531992 2899.25370611 2898.99942382 3580.01061992 3070.61344854 3534.19312058 3414.99979332 3101.2289909 3279.57159302 3072.83884159
KIDS_188p5_2p5 3077.06218693 2807.62752316 2807.32990004 3566.90044615 3045.31553424 3466.03363524 3369.29060152 3084.84432677 3277.21178871 2992.24340138
KIDS_189p0_0p5 3139.91822825 2959.23398757 2958.86418487 3579.96773705 3086.33473216 3537.53836577 3377.03308965 3106.49854588 3247.76679212 3079.98364102
KIDS_189p0_1p5 3126.33204322 2897.45011968 2897.23688841 3559.134742 3079.00958553 3521.58410771 3344.55540558 3100.34390686 3236.97086837 3020.74975805
KIDS_189p0_m0p5 2924.40526403 2700.96293856 2700.72309473 3580.01061992 2930.3168535 3497.26481578 3232.9092974 2985.88441043 3094.65751923 2770.85363994
KIDS_189p5_2p5 3142.69115065 3041.75897866 3041.48457157 3566.83423277 3231.22629437 3528.60874353 3420.59988094 3252.05967106 3352.89797397 3085.24228129
KIDS_18p0_m34p1 3013.82035247 2684.93912146 2684.68205325 3536.6639293 2834.87750472 3265.56414839 3292.20531028 2990.45322299 3197.06126937 2760.20580264
KIDS_18p1_m28p2 3264.11055789 3129.16853302 3128.94445064 3541.24375835 3276.29318454 3496.51196769 3427.26349162 3288.69843064 3388.86206942 3196.98461196
KIDS_18p2_m29p2 3150.75302772 2923.39272718 2923.14611572 3541.25229421 3104.55358973 3492.65289137 3315.71940675 3129.10960883 3220.41767495 3003.10767567
KIDS_18p4_m30p2 3033.2989308 2819.25665426 2081.83262155 2675.22648938 2991.96394401 3451.5560565 3261.17369853 3037.83036874 3145.07931031 2193.76898733
KIDS_18p6_m31p2 2989.2236131 2788.62398928 2726.79498688 3390.71876649 2977.8722093 3445.66438829 3236.73825013 3004.74763045 3148.34278421 2825.93575926
KIDS_18p8_m32p1 3162.61995456 3025.78719091 3025.51517539 3546.54893244 3302.1645411 3532.55922104 3438.55121354 3328.85517539 3432.33772666 3113.73807944
KIDS_190p0_0p5 3110.22419047 2968.37257951 2968.02875331 3579.96773705 3188.1799492 3534.60744717 3399.9301359 3215.67505384 3257.31207798 3010.65995774
KIDS_190p0_1p5 2957.12567963 2518.65653993 2518.47029014 3559.134742 2747.64507911 3457.30858119 3303.61582908 2812.31995948 3141.1582313 2835.33554105
KIDS_190p0_m0p5 3145.04628631 2888.93925098 2888.67092458 3580.01061992 3026.81526024 3502.15299184 3329.05302684 3070.62962979 3208.36645738 3017.93625531
KIDS_190p5_2p5 2948.46527428 2790.1072327 2789.85460415 3566.84559272 3014.49597069 3443.17012184 3281.35135282 3032.40714274 3180.39207214 2870.00059477
KIDS_191p0_0p5 3129.02913508 2911.06258652 2910.75207691 3579.96773705 3099.23608889 3554.42112502 3307.58247512 3117.43263363 3267.68320567 3041.3690766
KIDS_191p0_1p5 2934.18395684 2720.5587801 2720.41307249 3559.134742 2926.53078363 3485.07210129 3284.8615781 2942.5014392 3122.56315958 2874.51950241
KIDS_191p0_m0p5 3056.57418841 2827.17370148 2826.86660114 3580.01061992 3085.24473646 3533.83862137 3375.15345641 3113.27813494 3255.017304 2942.96555623
KIDS_191p5_2p5 3168.57679302 2990.25736876 2990.01842813 3566.92994641 3150.32198559 3489.87517311 3358.68329369 3177.00985939 3271.9063602 3084.06730857
KIDS_192p0_0p5 3181.78879927 2903.5276306 2903.22282005 3579.96773705 3047.86684215 3569.02031758 3443.90949827 3068.13503259 3302.96677254 3113.92008038
KIDS_192p0_1p5 2949.02661875 2758.31941449 2758.15766556 3559.134742 2945.74243489 3457.68398118 3219.84874869 3010.92674489 3081.3215203 2857.31388136
KIDS_192p0_m0p5 3190.39169249 2918.34278946 2918.03175829 3580.01061992 3074.13892644 3472.13218688 3406.81614977 3165.70163105 3240.18544231 3047.55750289
KIDS_192p5_2p5 3260.6555295 3075.4226265 3075.21238469 3566.9337373 3218.23960444 3556.76429012 3414.56629601 3238.76066512 3369.57311196 3162.2437913
KIDS_193p0_0p5 2938.57001792 2756.43569777 2756.12305102 3579.96773705 2957.30003519 3499.12572355 3210.42054794 2985.73964418 3137.426735 2882.0757662
KIDS_193p0_1p5 3118.63514756 2900.79578467 2900.60461181 3559.134742 3043.2631483 3530.05551552 3309.08307013 3066.64345685 3184.4802684 3013.57437706
KIDS_193p0_m0p5 3044.35459421 2779.44575837 2779.15817221 3580.01061992 2967.56968657 3563.0585815 3292.90102786 2987.0273514 3189.99195701 2958.58275572
KIDS_193p5_2p5 2982.31769069 2834.59527414 2834.34610573 3566.87590713 3073.44108444 3460.44944901 3267.57145071 3108.7094623 3186.66513198 2894.93762387
KIDS_194p0_0p5 3233.80794214 3033.50773513 3033.23045306 3579.96773705 3185.79168776 3544.31660639 3448.64722175 3228.6883309 3316.90660446 3122.50055899
KIDS_194p0_1p5 3114.74657098 2835.61764441 2835.44821193 3559.134742 3019.3560331 3515.99419699 3267.07668852 3114.17669063 3272.55970375 2956.30631286
KIDS_194p0_m0p5 3221.31414438 2912.02152933 2911.74344584 3580.01061992 3043.48569142 3515.72080759 3384.11115414 3079.09667426 3323.36978132 3112.35245783
KIDS_194p5_2p5 3286.61994099 3083.63744949 3083.35946777 3566.86168493 3210.04923142 3548.59850701 3421.55438408 3232.98679441 3355.83057176 3191.21669472
KIDS_195p0_0p5 3183.47774306 2830.36359647 2830.06073225 3579.96773705 2956.02828025 3563.22048308 3331.62691473 2995.50656997 3227.09920968 3034.7879496
KIDS_195p0_m0p5 3227.18931331 2982.0558775 2981.78878504 3580.01061992 3105.40017969 3476.79106491 3367.66854534 3121.86796357 3319.04876328 3157.51750409
KIDS_195p5_2p5 3089.80662874 2834.3983895 2834.14396727 3566.84411707 3011.78346085 3526.14563108 3328.71744392 3029.46290514 3227.8025472 2992.5295119
KIDS_196p0_0p5 3053.26891295 2851.24682719 2850.92401627 3579.96773705 3016.92611002 3438.53521038 3270.68784311 3058.4894026 3148.98409359 2932.74963882
KIDS_196p0_1p5 3248.35150528 3178.06306564 3177.88893907 3559.134742 3345.56955801 3553.89629013 3415.46126436 3471.90232912 3371.33792445 3186.82792404
KIDS_196p0_m0p5 3135.77468244 2840.72071821 2840.43670668 3580.01061992 2999.18975148 3535.8866694 3333.44086887 3022.80849182 3237.44779555 3031.5964136
