# field rbandarea 4bandarea 9bandarea NIRonly AWonly uonly gonly ronly ionly 9noAWr
KIDS_175p5_2p5 2944.78164752 2794.88019366 2794.67351376 3566.95420557 3019.97342679 3490.7275639 3269.17003644 3057.6310965 3159.80838542 2883.5206173
KIDS_175p5_m2p5 3123.41770023 2892.23452765 2892.01955359 3566.89561213 3093.60260835 3523.06976814 3355.71458067 3115.07743436 3241.14558091 3009.9028608
KIDS_176p0_0p5 3171.73293889 2868.65322555 2868.31456412 3579.96773705 3029.98373287 3529.0423935 3364.76668176 3056.79473432 3282.45110561 3075.31442073
KIDS_176p0_1p5 3245.60581878 2930.35960915 2930.14322305 3559.1817465 3042.21603547 3538.16088607 3379.67647298 3070.10732641 3290.93187615 3121.90872201
KIDS_176p0_m0p5 3026.99200736 2794.30023819 2794.0843991 3580.01061992 2974.8722405 3502.86735857 3286.11983594 2997.69203144 3135.20987782 2920.47119676
KIDS_176p0_m1p5 3239.40205083 2975.97499548 2975.66896371 3559.07884543 3141.47975738 3544.05411898 3402.06272844 3163.89350317 3367.97362303 3152.01915993
KIDS_176p5_2p5 2883.28461524 2566.56425779 2566.38461026 3566.95593564 2834.65218839 3469.75364437 3038.50316288 3028.255748 3172.33507997 2663.82685985
KIDS_176p5_m2p5 3023.40638405 2785.64572271 2785.44944868 3566.89676975 3008.06060219 3526.29192386 3319.70264112 3027.78247178 3216.5348992 2923.05370956
KIDS_177p0_0p5 3126.15617386 2950.72989923 2950.38712889 3579.96773705 3119.00076502 3565.18324878 3390.28286489 3131.14823052 3292.64295467 3079.57202403
KIDS_177p0_1p5 3182.65255001 2856.63180081 2856.46828365 3559.1817465 2977.04541339 3519.72616397 3299.85545586 3043.04906472 3257.57156321 3056.21795913
KIDS_177p0_m0p5 2960.06996812 2652.30889854 2652.07533894 3580.01061992 2856.24282739 3467.24416347 3285.46477504 2908.99647451 3131.9653711 2855.55858426
KIDS_177p0_m1p5 3127.24769609 2758.61292869 2758.36267899 3559.07884543 2912.59986921 3508.6482259 3240.26064952 3001.85061361 3199.56173101 2914.8351084
KIDS_177p5_2p5 3019.98960804 2824.9753408 2824.79381054 3566.95514693 3021.11122843 3523.13532003 3333.19942218 3038.42725601 3272.76751583 2959.02790557
KIDS_177p5_m2p5 3191.90404181 2874.5664942 2874.34431999 3566.89535771 3022.05882401 3522.27827332 3338.32398193 3046.67779988 3283.03248584 3072.56996818
KIDS_178p0_0p5 3278.95440286 3136.77026205 3136.42613055 3579.96773705 3271.91632083 3517.42170921 3414.29275396 3305.72862757 3398.12958981 3217.79043472
KIDS_178p0_1p5 3121.27175053 2981.07195042 2980.85941881 3559.1817465 3239.09867777 3437.32619596 3389.42380825 3273.56818257 3371.00276134 3069.48525134
KIDS_178p0_m0p5 3243.08981195 3008.1878769 3007.86228006 3580.00460283 3159.30947616 3488.61279363 3440.1822381 3275.95479026 3311.66130864 3064.54687777
KIDS_178p0_m1p5 3148.67661161 2925.8710032 2925.59392467 3559.07884543 3084.73771113 3510.84616679 3317.34236613 3107.84692007 3288.15387803 3076.88686457
KIDS_178p5_2p5 3131.63084404 2919.94292717 2919.77053067 3566.95484163 3086.60541197 3520.67791935 3445.6029326 3107.43414545 3340.89872214 3062.08119566
KIDS_178p5_m2p5 3151.85725834 2978.41220775 2978.15077619 3566.89479798 3205.1626455 3524.16676045 3399.92957617 3233.87004661 3313.16167467 3052.28789901
KIDS_179p0_0p5 3231.04263969 2918.94248809 2918.56478558 3579.96773705 3089.12645637 3534.07314778 3417.30967999 3106.39568298 3274.39282861 3071.19325135
KIDS_179p0_1p5 3192.77241031 3000.42101512 3000.2242577 3559.18130126 3166.86451871 3514.95240158 3389.93341597 3195.07047906 3335.76459611 3115.54779745
KIDS_179p0_m0p5 3114.58180714 2859.34637147 2859.07369445 3580.01061992 3033.71840945 3504.36553657 3315.37832832 3049.67415588 3249.06685153 3027.88813333
KIDS_179p0_m1p5 3167.39177061 2906.33383142 2906.03720055 3559.07884543 3047.12068537 3474.54166712 3325.48406818 3071.91696809 3283.18851027 3070.84044405
KIDS_179p5_2p5 3173.36480305 2953.97193805 2953.71714691 3566.95543952 3144.34207103 3556.29185349 3417.22056861 3199.11574157 3306.96196476 3077.09538903
KIDS_179p5_m2p5 3155.95339258 2875.40384863 2875.16738861 3566.89259723 3069.01738159 3555.01315282 3429.28085633 3085.63584703 3319.20574179 3078.50898436
KIDS_180p0_0p5 2987.27582014 2718.36255656 2718.09635459 3579.96773705 2934.28566213 3487.26410141 3255.17115312 2969.99059037 3165.79851503 2876.44376131
KIDS_180p0_1p5 3070.30569941 2903.44088534 2903.23666062 3559.1817465 3097.01177713 3449.14475713 3321.75977203 3134.39404751 3255.87368921 3000.51550754
KIDS_180p0_m0p5 3046.77858925 2779.37088191 2779.11676499 3580.01061992 3016.02032873 3499.21807881 3358.07545355 3035.66069416 3276.80019715 2973.70893304
KIDS_180p0_m1p5 2972.39379911 2744.24789362 2744.00095141 3559.07884543 2963.54111416 3448.17613355 3305.57201797 2985.52619666 3236.99446603 2897.55760035
KIDS_180p5_2p5 3145.48447771 2708.9545951 2708.79635719 3566.95477802 2889.67900904 3521.37123264 3418.78086379 2938.89492783 3238.46970787 2989.86041921
KIDS_180p5_m2p5 3086.82644128 2842.62645517 2842.34768474 3566.89351315 3024.92000548 3467.83463929 3302.75999088 3046.91707126 3218.38984076 2988.11274205
KIDS_181p0_0p5 3039.64755405 2830.71294363 2830.40296831 3579.96773705 2996.10790962 3453.08984089 3230.56109474 3021.26529381 3194.07465775 2974.1954265
KIDS_181p0_1p5 3064.59453106 2750.33619205 2750.12245193 3559.1817465 2996.73214727 3492.34953103 3278.37914149 3074.48612373 3291.80456983 2909.63158871
KIDS_181p0_m0p5 3157.06094341 2994.65601102 2994.35402456 3580.01061992 3209.41928199 3569.77184268 3419.43344408 3227.73300088 3324.16834908 3062.75850578
KIDS_181p0_m1p5 3115.05785657 2887.27677983 2886.94288882 3559.07884543 3039.44574634 3416.59877341 3289.95612875 3066.01458871 3201.98405958 3004.35253818
KIDS_181p5_2p5 3004.13211948 2813.89694477 2813.70715851 3566.95453632 3025.94626841 3496.36834635 3331.39864711 3055.44951496 3168.33507918 2928.44312285
KIDS_181p5_m2p5 3047.96144906 2903.92348614 2903.62671533 3566.8945054 3101.82904572 3493.68074444 3284.16714536 3117.28260084 3221.70169304 2993.58988013
KIDS_182p0_0p5 2988.72156172 2696.59407642 2696.29230622 3579.96773705 2880.14042721 3434.13668261 3228.22991293 2910.00099706 3117.71668332 2886.00300223
KIDS_182p0_1p5 3224.92868278 2879.14838407 2878.985592 3559.1817465 3007.0569065 3474.62459605 3317.6980484 3057.35245328 3293.9379002 3111.13789701
KIDS_182p0_m0p5 3030.5119643 2752.38646627 2752.14248808 3580.01061992 2894.10580312 3447.42388336 3229.20838265 2913.86045502 3112.64476353 2921.01765754
KIDS_182p0_m1p5 3412.14188118 3052.43705404 3052.14757243 3559.07884543 3125.12073901 3550.97140134 3462.74366327 3145.03506629 3342.04030194 3235.81973501
KIDS_182p5_2p5 3127.11846232 2910.69096469 2910.62835138 3566.95521054 3080.92173393 3526.55718447 3319.44399549 3101.42750384 3231.88092276 3029.53101397
KIDS_182p5_m2p5 3097.78459737 2930.79936525 2930.56817177 3566.89543404 3117.87596435 3410.21571411 3278.74626004 3147.68201152 3256.40133546 3013.98090561
KIDS_183p0_0p5 3211.1470506 2933.99245323 2933.66468108 3579.96773705 3097.09503681 3502.1044608 3430.07428477 3115.44146168 3335.99823204 3137.80606582
KIDS_183p0_1p5 3093.01797152 2895.22654575 2895.0119406 3559.1817465 3043.00400654 3476.88460324 3312.39198383 3056.17515259 3225.16454491 3002.25218093
KIDS_183p0_m0p5 3190.26753444 2908.34963144 2908.08882322 3580.01061992 3044.48959064 3540.53131251 3382.04773901 3059.12446592 3300.31014654 3123.85414884
KIDS_183p0_m1p5 3050.49611776 2898.14920835 2897.92488427 3559.07884543 3068.8908447 3510.72116915 3216.99960139 3088.21103248 3189.67465433 2968.40695195
KIDS_183p5_2p5 3274.66665053 3143.300441 3143.19710741 3566.95563034 3303.01265759 3528.82535862 3448.51885301 3328.26464868 3381.22994965 3199.14000073
KIDS_183p5_m2p5 3212.33166593 3054.94279494 3054.84816259 3566.89647717 3257.02882972 3524.75848294 3405.21929412 3278.99820165 3363.07712737 3127.03912075
KIDS_184p0_0p5 3098.83749831 2933.2697033 2932.96326445 3579.96773705 3110.97044902 3517.97435245 3359.59846315 3132.40712441 3259.57733899 3043.15681253
KIDS_184p0_1p5 3163.0772149 3003.78974349 3003.57686841 3559.1817465 3162.84387156 3471.18744082 3336.93595604 3193.5241771 3329.80677812 3096.38419383
KIDS_184p0_m0p5 3237.49831109 2911.6168199 2911.35850501 3580.01061992 3052.4865646 3555.23006049 3364.28483151 3072.15366981 3297.69806988 3111.31511481
KIDS_184p0_m1p5 3049.69705388 2754.816542 2754.63357426 3559.07884543 2957.6498403 3508.54448523 3273.04138863 2976.2698454 3214.40249747 2960.42888156
KIDS_184p5_2p5 3012.02124386 2839.66267794 2839.48082965 3566.95444727 3019.5882697 3549.97898928 3349.01818768 3042.48938671 3141.93088615 2934.02071954
KIDS_184p5_m2p5 3101.80570248 2831.01372158 2830.78816356 3566.89585383 3002.72157722 3515.51232129 3347.60160289 3024.06420543 3255.89715966 3019.98267504
KIDS_185p0_0p5 3206.45205734 2958.8054515 2958.45862312 3579.96773705 3122.27745614 3567.70473842 3409.02061659 3136.83804013 3322.74606523 3120.20827834
KIDS_185p0_1p5 3199.73536146 2993.1285363 2992.9233575 3559.1817465 3159.29062347 3490.25880367 3391.60367244 3186.08903102 3257.94413912 3058.6755379
KIDS_185p0_m0p5 2863.89223515 2551.7705976 2551.48401641 3580.01061992 2749.93716895 3248.47931429 3092.40298212 3016.95324415 3092.12538203 2625.539775
KIDS_185p0_m1p5 3259.51933073 2955.74562988 2955.41175159 3559.07884543 3086.28272826 3535.69912206 3388.03205507 3112.27226394 3286.18658361 3099.27411229
KIDS_185p5_2p5 3206.27720566 2977.51674328 2977.3140451 3566.95196666 3096.22267388 3525.84835143 3380.85028808 3116.76920223 3285.38479741 3125.90635668
KIDS_185p5_m2p5 3180.52986722 2972.52001798 2972.28853192 3566.89397111 3126.57307012 3518.56518447 3328.10008839 3149.17040699 3273.24426491 3053.1460779
KIDS_186p0_0p5 3099.59297966 2832.84716447 2832.54563597 3579.96773705 3036.16972943 3502.4405144 3323.97464472 3060.70042079 3248.41472921 3005.27123139
KIDS_186p0_1p5 3174.01403768 2942.20968052 2941.97856337 3559.1817465 3075.90974329 3420.27617954 3303.47097379 3129.94389747 3254.74700582 3066.31398006
KIDS_186p0_m0p5 3119.55544363 2892.20880556 2891.91400653 3580.01061992 3059.12212524 3474.18835098 3339.69905774 3075.80048167 3275.18558282 3045.91789158
KIDS_186p0_m1p5 3160.85400989 2926.84285794 2926.61528998 3559.07884543 3047.89266601 3513.01858912 3293.87236103 3071.14721365 3236.56754554 3076.18806849
KIDS_186p5_2p5 2934.02541363 2812.29157869 2812.05642894 3566.951814 3056.68476031 3496.66065204 3330.20887973 3083.26692169 3271.21939474 2870.72307757
KIDS_186p5_m2p5 3046.18322852 2930.44749931 2930.20349568 3566.89380573 3109.46384965 3458.66011022 3219.82559627 3136.17822153 3200.01175304 2970.19611265
KIDS_187p0_0p5 3244.9404665 3052.99322103 3052.66880724 3579.96773705 3189.8343806 3536.95212608 3386.02638105 3206.44558229 3323.49477896 3161.09854781
KIDS_187p0_1p5 2961.42079749 2774.51453407 2774.36058318 3559.1817465 2979.57229677 3474.84000263 3283.32147132 3007.97342441 3123.16669998 2885.73204256
KIDS_187p0_m0p5 3124.46968525 2941.28005987 2941.00695033 3580.01061992 3155.03548807 3513.60363303 3353.74850747 3181.66628225 3280.87773312 3035.31041836
KIDS_187p0_m1p5 2954.94774905 2678.26561376 2677.98717407 3559.07884543 2912.45412344 3475.01795825 3219.81753108 2931.19382147 3154.47799809 2860.88399764
KIDS_187p5_2p5 3036.5391505 2848.00678559 2847.7420847 3566.91048311 3026.35690588 3456.24655921 3330.00371365 3044.19108977 3240.14848748 2964.948209
KIDS_187p5_m2p5 2911.82339802 2688.19101914 2687.97178351 3566.96197817 2987.71029698 3544.58913076 3289.40445232 3020.15911685 3129.41765054 2771.82031718
KIDS_188p0_0p5 2998.14308389 2763.82097709 2763.57678264 3579.96773705 2979.06131518 3504.00180183 3259.91545341 3001.0673239 3160.51566649 2882.68649403
KIDS_188p0_1p5 3218.12880356 3019.15455614 3018.95942701 3559.134742 3143.72212039 3453.43734348 3366.41421833 3164.268865 3313.88508611 3145.17739008
KIDS_188p0_m0p5 3172.45531992 2899.25370611 2898.99942382 3580.01061992 3070.61344854 3534.19312058 3414.99979332 3101.2289909 3279.57159302 3072.83884159
KIDS_188p5_2p5 3077.06218693 2807.62752316 2807.32990004 3566.90044615 3045.31553424 3466.03363524 3369.29060152 3084.84432677 3277.21178871 2992.24340138
KIDS_189p0_0p5 3139.91822825 2959.23398757 2958.86418487 3579.96773705 3086.33473216 3537.53836577 3377.03308965 3106.49854588 3247.76679212 3079.98364102
KIDS_189p0_1p5 3126.33204322 2897.45011968 2897.23688841 3559.134742 3079.00958553 3521.58410771 3344.55540558 3100.34390686 3236.97086837 3020.74975805
KIDS_189p0_m0p5 2924.40526403 2700.96293856 2700.72309473 3580.01061992 2930.3168535 3497.26481578 3232.9092974 2985.88441043 3094.65751923 2770.85363994
KIDS_189p5_2p5 3142.69115065 3041.75897866 3041.48457157 3566.83423277 3231.22629437 3528.60874353 3420.59988094 3252.05967106 3352.89797397 3085.24228129
KIDS_190p0_0p5 3110.22419047 2968.37257951 2968.02875331 3579.96773705 3188.1799492 3534.60744717 3399.9301359 3215.67505384 3257.31207798 3010.65995774
KIDS_190p0_1p5 2957.12567963 2518.65653993 2518.47029014 3559.134742 2747.64507911 3457.30858119 3303.61582908 2812.31995948 3141.1582313 2835.33554105
KIDS_190p0_m0p5 3145.04628631 2888.93925098 2888.67092458 3580.01061992 3026.81526024 3502.15299184 3329.05302684 3070.62962979 3208.36645738 3017.93625531
KIDS_190p5_2p5 2948.46527428 2790.1072327 2789.85460415 3566.84559272 3014.49597069 3443.17012184 3281.35135282 3032.40714274 3180.39207214 2870.00059477
KIDS_191p0_0p5 3129.02913508 2911.06258652 2910.75207691 3579.96773705 3099.23608889 3554.42112502 3307.58247512 3117.43263363 3267.68320567 3041.3690766
KIDS_191p0_1p5 2934.18395684 2720.5587801 2720.41307249 3559.134742 2926.53078363 3485.07210129 3284.8615781 2942.5014392 3122.56315958 2874.51950241
KIDS_191p0_m0p5 3056.57418841 2827.17370148 2826.86660114 3580.01061992 3085.24473646 3533.83862137 3375.15345641 3113.27813494 3255.017304 2942.96555623
KIDS_191p5_2p5 3168.57679302 2990.25736876 2990.01842813 3566.92994641 3150.32198559 3489.87517311 3358.68329369 3177.00985939 3271.9063602 3084.06730857
KIDS_192p0_0p5 3181.78879927 2903.5276306 2903.22282005 3579.96773705 3047.86684215 3569.02031758 3443.90949827 3068.13503259 3302.96677254 3113.92008038
KIDS_192p0_1p5 2949.02661875 2758.31941449 2758.15766556 3559.134742 2945.74243489 3457.68398118 3219.84874869 3010.92674489 3081.3215203 2857.31388136
KIDS_192p0_m0p5 3190.39169249 2918.34278946 2918.03175829 3580.01061992 3074.13892644 3472.13218688 3406.81614977 3165.70163105 3240.18544231 3047.55750289
KIDS_192p5_2p5 3260.6555295 3075.4226265 3075.21238469 3566.9337373 3218.23960444 3556.76429012 3414.56629601 3238.76066512 3369.57311196 3162.2437913
KIDS_193p0_0p5 2938.57001792 2756.43569777 2756.12305102 3579.96773705 2957.30003519 3499.12572355 3210.42054794 2985.73964418 3137.426735 2882.0757662
KIDS_193p0_1p5 3118.63514756 2900.79578467 2900.60461181 3559.134742 3043.2631483 3530.05551552 3309.08307013 3066.64345685 3184.4802684 3013.57437706
KIDS_193p0_m0p5 3044.35459421 2779.44575837 2779.15817221 3580.01061992 2967.56968657 3563.0585815 3292.90102786 2987.0273514 3189.99195701 2958.58275572
KIDS_193p5_2p5 2982.31769069 2834.59527414 2834.34610573 3566.87590713 3073.44108444 3460.44944901 3267.57145071 3108.7094623 3186.66513198 2894.93762387
KIDS_194p0_0p5 3233.80794214 3033.50773513 3033.23045306 3579.96773705 3185.79168776 3544.31660639 3448.64722175 3228.6883309 3316.90660446 3122.50055899
KIDS_194p0_1p5 3114.74657098 2835.61764441 2835.44821193 3559.134742 3019.3560331 3515.99419699 3267.07668852 3114.17669063 3272.55970375 2956.30631286
KIDS_194p0_m0p5 3221.31414438 2912.02152933 2911.74344584 3580.01061992 3043.48569142 3515.72080759 3384.11115414 3079.09667426 3323.36978132 3112.35245783
KIDS_194p5_2p5 3286.61994099 3083.63744949 3083.35946777 3566.86168493 3210.04923142 3548.59850701 3421.55438408 3232.98679441 3355.83057176 3191.21669472
KIDS_195p0_0p5 3183.47774306 2830.36359647 2830.06073225 3579.96773705 2956.02828025 3563.22048308 3331.62691473 2995.50656997 3227.09920968 3034.7879496
KIDS_195p0_m0p5 3227.18931331 2982.0558775 2981.78878504 3580.01061992 3105.40017969 3476.79106491 3367.66854534 3121.86796357 3319.04876328 3157.51750409
KIDS_195p5_2p5 3089.80662874 2834.3983895 2834.14396727 3566.84411707 3011.78346085 3526.14563108 3328.71744392 3029.46290514 3227.8025472 2992.5295119
KIDS_196p0_0p5 3053.26891295 2851.24682719 2850.92401627 3579.96773705 3016.92611002 3438.53521038 3270.68784311 3058.4894026 3148.98409359 2932.74963882
KIDS_196p0_1p5 3248.35150528 3178.06306564 3177.88893907 3559.134742 3345.56955801 3553.89629013 3415.46126436 3471.90232912 3371.33792445 3186.82792404
KIDS_196p0_m0p5 3135.77468244 2840.72071821 2840.43670668 3580.01061992 2999.18975148 3535.8866694 3333.44086887 3022.80849182 3237.44779555 3031.5964136
KIDS_196p5_2p5 2948.74414648 2805.86984721 2805.6297744 3566.88637661 3034.51517081 3436.2590601 3262.08319438 3060.960135 3151.55355453 2871.55268484
KIDS_197p0_0p5 3106.08856991 2891.89629874 2891.61154939 3579.96773705 3055.14377577 3503.30039792 3376.45425365 3080.83179568 3241.64186962 3029.14846471
KIDS_197p0_1p5 2952.14975335 2838.34223931 2838.15263114 3559.134742 3049.55971676 3486.7179205 3247.26900232 3071.00530965 3136.38444347 2887.58852338
KIDS_197p0_m0p5 3047.63115812 2863.27196649 2862.96392478 3580.01061992 3032.79495854 3507.51763713 3336.21543229 3054.84047904 3190.33491817 2936.88513217
KIDS_197p5_2p5 3163.71893136 3042.54305708 3042.25061145 3566.89328417 3173.73456759 3500.55953272 3374.14448147 3195.70638197 3274.61543534 3091.2857378
KIDS_198p0_0p5 3322.10646048 3128.50534332 3128.1658423 3579.96773705 3277.24221761 3570.24106087 3456.00501075 3313.38640583 3393.13722785 3193.25448954
KIDS_198p0_1p5 3011.24794023 2698.26499439 2698.12504945 3559.134742 2876.68678542 3500.66202672 3330.05894871 2908.07232393 3152.51257367 2912.19376046
KIDS_198p0_m0p5 3254.04033537 2956.00562395 2955.72990658 3580.01061992 3102.00785366 3559.04710626 3373.30240751 3129.17561867 3327.87236778 3137.51849237
KIDS_198p6_2p5 3108.45519273 2939.85584241 2939.62411465 3566.92247912 3101.67323755 3532.26962494 3371.54691959 3121.99769346 3312.18316679 3046.2298005
KIDS_199p0_0p5 3324.84712213 3079.46894486 3079.10570625 3579.96773705 3187.26932116 3550.94285517 3481.06669402 3204.87268048 3433.57309922 3261.0971556
KIDS_199p0_1p5 3058.24304556 2819.71513584 2819.51055492 3559.134742 2989.69855579 3484.43607116 3269.85539903 3019.28630868 3236.19750113 2976.53399927
KIDS_199p0_m0p5 3196.54175191 3001.16975429 3000.89574156 3580.01061992 3163.7616743 3507.95365322 3371.4954627 3225.64694217 3336.51123629 3069.11712782
KIDS_199p6_2p5 3073.28639572 2844.76192268 2844.56262103 3566.93406805 2996.74130647 3488.85153073 3282.2222401 3012.62007745 3184.83385169 2983.49833703
KIDS_200p0_0p5 3186.76677366 2930.3292057 2929.93038614 3579.96773705 3057.84434049 3537.09457708 3395.4293304 3076.40124887 3276.46499587 3087.9958676
KIDS_200p0_1p5 3129.00113591 2882.43850869 2882.30681974 3559.134742 3017.91091485 3426.50391406 3256.11461434 3041.8684311 3253.61387284 3055.34820403
KIDS_200p0_m0p5 3280.43876573 3029.15523234 3028.88303872 3580.01061992 3173.63527932 3569.81522166 3454.33989361 3199.9239901 3369.72005352 3185.24072371
KIDS_200p6_2p5 2858.3473826 2565.26905784 2565.12317214 3566.86637902 2784.00089574 3405.40125689 3165.47431751 2908.22839925 3132.20399371 2700.12254378
KIDS_200p6_m2p5 2945.32710333 2706.20889588 2706.03933618 3566.87890931 2912.46199781 3514.3093494 3245.59454788 2931.45442616 3207.50263031 2873.53646582
KIDS_201p0_0p5 3282.0515355 3132.1390906 3131.81280681 3579.96773705 3266.54801186 3510.5418142 3440.49136111 3303.83332192 3352.13339702 3185.44931177
KIDS_201p0_1p5 2946.46340388 2641.36969691 2641.15130087 3559.134742 2841.97560495 3476.75632355 3249.61913858 2868.08741596 3244.27987191 2887.38078764
KIDS_201p0_m0p5 3161.43378725 2903.39021715 2903.11603904 3580.01061992 3052.64304699 3451.23250775 3344.12148847 3069.32497806 3254.64827728 3069.78039384
KIDS_201p6_2p5 2953.3566815 2801.0763035 2800.82962843 3566.85236035 2989.91101107 3516.88701546 3368.16782352 3023.27653966 3207.67970818 2855.69466199
KIDS_201p6_m2p5 3173.0652972 2905.61819259 2905.32798587 3566.85005783 3057.35577349 3511.64654094 3348.25218596 3084.62846223 3285.71195895 3065.86262231
KIDS_202p0_1p5 3106.36232822 2849.83479656 2849.70768722 3559.134742 2983.34329212 3444.0197903 3284.94990078 3029.24106168 3225.97648256 3015.11358064
KIDS_202p0_m0p5 2917.33059608 2615.75217741 2615.51919025 3580.01061992 2794.96691347 3497.27241028 3267.95748555 2851.41603069 3079.87817029 2833.08845851
KIDS_202p6_2p5 2806.38451793 2677.19547571 2676.90724077 3566.87761176 2905.99117557 3477.67964725 3244.09416913 2949.03380618 3212.65506202 2720.54352749
KIDS_202p6_m2p5 3087.08030378 2870.47346392 2870.22335415 3566.90338473 3054.38463074 3515.21824736 3295.18110896 3078.46485483 3210.03229962 2986.17095346
KIDS_203p0_0p5 3238.1328274 2979.78934437 2979.43120693 3579.94656912 3106.42683698 3565.61469799 3387.03810376 3184.53129277 3255.08327568 3089.90473395
KIDS_203p0_1p5 3101.58907468 2811.71509609 2811.33220336 3558.89907069 2981.83814295 3537.42484257 3291.14674845 3005.72767759 3248.69072644 3012.78276775
KIDS_203p0_m0p5 3071.19064352 2809.53658033 2809.35342177 3580.01061992 3029.0011288 3569.89357099 3330.13092476 3054.12330095 3165.64862218 2908.53256102
KIDS_203p6_2p5 3086.25427114 2827.526636 2827.3444824 3566.90334657 3053.25120516 3520.25640533 3369.9999943 3085.036988 3307.75681795 2961.42410498
KIDS_204p0_0p5 3216.98494667 3029.92120861 3029.57262472 3579.96773705 3160.13849826 3556.98515405 3367.55888936 3178.53098628 3329.2414901 3157.40713573
KIDS_204p0_1p5 3109.70745893 2806.80217746 2806.603232 3559.134742 2975.94563515 3544.88253047 3376.66920227 2996.90044757 3223.92575037 3004.86231127
KIDS_204p0_m0p5 2844.6496716 2587.40195966 2587.20459162 3580.01061992 2814.48533433 3332.66056862 3180.57905975 2940.14485334 3128.18740459 2707.6065771
KIDS_204p0_m1p5 3273.53928021 2986.91995977 2986.64088403 3559.0788836 3101.82695946 3545.37306924 3316.05182211 3199.06268181 3312.10148454 3093.7128495
KIDS_204p6_m2p5 3164.52992765 2878.51075108 2878.33960125 3566.95619006 3024.21885598 3512.48238156 3342.16667346 3048.15800295 3252.32424474 3064.37888278
KIDS_205p0_1p5 2964.70798353 2704.76151328 2704.54992303 3559.134742 2866.20682863 3445.05661176 3207.35506542 2891.10839127 3108.22929124 2876.55549084
KIDS_205p0_m0p5 3204.46803466 2975.43514968 2975.24728431 3580.01061992 3138.43091408 3563.48023545 3430.9803968 3158.60392516 3330.89952158 3110.20723323
KIDS_205p0_m1p5 3167.88411578 2917.45867223 2917.16641742 3559.0788836 3048.23502928 3511.98286169 3355.00833001 3073.10907615 3244.51018763 3058.28905782
KIDS_205p6_2p5 2988.31093697 2731.81994034 2731.56935989 3566.9043897 2883.19381195 3460.93458131 3229.82590356 2911.59538482 3074.406744 2884.46594852
KIDS_206p0_0p5 3145.25785111 2900.09254891 2899.76910194 3579.96773705 3038.09982732 3532.46695482 3345.77342654 3065.38577146 3247.60566653 3055.73972167
KIDS_206p0_1p5 3114.25272471 2890.59608668 2890.41314438 3559.134742 3044.84037529 3497.98168857 3270.31048406 3074.23752777 3232.21662017 2992.64822531
KIDS_206p0_m0p5 3246.83105262 2981.9796526 2981.71823376 3580.01061992 3078.04443482 3570.87525915 3389.73690024 3098.7550019 3296.61026221 3154.82992763
KIDS_206p0_m1p5 3110.63168583 2792.60104119 2792.40205757 3559.0788836 2928.4448402 3513.42411271 3340.46932102 2944.16052654 3227.32549281 3029.20546801
KIDS_206p6_m2p5 3117.24492091 2840.37614147 2840.15597719 3566.91689455 2972.2297731 3517.8412133 3352.57027814 3007.93060515 3169.73948987 2982.06490948
KIDS_207p0_0p5 3159.30277213 3019.81647372 3019.62467752 3579.96773705 3193.37134567 3527.28941164 3371.19925162 3213.44081962 3314.65118959 3100.65844906
KIDS_207p0_1p5 3015.33932948 2729.08635161 2728.85500548 3559.134742 2890.25391423 3512.28240569 3240.17078759 2914.38322908 3163.13939569 2940.48286599
KIDS_207p0_m0p5 3139.55328501 2945.09688938 2944.81932745 3580.01061992 3064.90846264 3534.64812929 3241.13542946 3120.77927814 3213.48002609 3052.20101382
KIDS_207p0_m1p5 2978.88272349 2733.89465182 2733.68044103 3559.0788836 2916.19037743 3434.43729519 3246.08946272 2981.49600867 3150.81696403 2862.79924999
KIDS_208p0_0p5 3207.56599417 3001.79359759 3001.44514091 3579.96773705 3119.71352888 3474.87777161 3317.48411747 3149.76109907 3259.48154903 3104.74655627
KIDS_208p0_1p5 3190.10380102 2978.26450293 2978.05845909 3559.134742 3136.31829369 3518.0231888 3388.70981043 3166.59123108 3261.53525795 3070.65658583
KIDS_208p0_m0p5 3329.95065389 3129.90303726 3129.64435346 3580.01061992 3221.35454663 3572.69740569 3476.57741384 3240.03479891 3359.06177219 3242.42907743
KIDS_208p0_m1p5 3085.38314216 2916.82555524 2916.67413585 3559.0788836 3107.09199845 3519.05647378 3322.30108076 3127.21949339 3218.21944148 2998.68373112
KIDS_209p0_0p5 3165.51394377 3033.49322034 3033.11694259 3579.96773705 3241.46882434 3534.08740814 3402.98570867 3299.72059936 3287.82291288 3055.67598891
KIDS_209p0_1p5 2935.61873282 2657.62240496 2657.37902466 3559.134742 2807.33495032 3456.09035669 3215.80087835 2850.8760704 3058.68089349 2833.6665058
KIDS_209p0_m0p5 3149.24553787 2897.56635247 2897.27769773 3580.01061992 3046.47969401 3459.20762685 3310.69685759 3071.11155637 3254.2989174 3058.74041557
KIDS_209p0_m1p5 2862.8918088 2549.54786327 2549.26383902 3559.0788836 2799.67469146 3440.39074984 3232.25552132 2838.99643518 3065.69325344 2720.83938237
KIDS_209p6_2p5 3026.64548429 2840.63319696 2840.44273648 3566.95356952 3022.91804603 3496.43366925 3250.57520642 3055.2901576 3179.53254481 2947.52552762
KIDS_210p0_0p5 3176.33999112 3014.25675019 3014.02082446 3579.96773705 3154.76389234 3499.20708777 3361.58679829 3185.52834804 3298.85636522 3093.30260639
